"siteId","activityId","startDate","endDate","health_eru","first_aid","rescue","hygiene_promo","wash","pss_counseling","child_activities","total_pss","total_rfl","total_rfl_vulnerable","info_services","wifi_mobile","phone_cards_calls","hotline_calls","other_services","total_health","total_connectivity","total_wash","total_ppl_reached","Total.RFL","locationId","locationName","latitude","longitude","partnerId","partnerName"
340164251,70700,"2016-04-01","2016-04-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos"
373011151,70700,"2016-06-03","2016-06-09",385,0,0,0,0,44,0,44,0,0,0,0,0,0,0,429,0,0,429,0,569257762,"Cherso",41.09591,22.7691697,13837,"Cherso"
383788350,70700,"2015-12-26","2016-01-01",158,3,0,0,0,161,30,191,0,0,0,0,0,0,0,352,0,0,352,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios"
388223518,70700,"2016-06-17","2016-06-23",0,36,0,0,0,0,50,50,22,0,0,3,1,117,0,86,121,0,229,22,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
389620097,70700,"2015-10-01","2015-12-25",0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,41,1543939307,"Rhodes",36.4093,28.2215,13910,"Hellenic Red Cross"
392843613,70700,"2016-03-11","2016-03-17",3,123,200,0,0,19,23,42,0,0,1295,3120,164,22,0,368,4601,0,4969,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos"
397697614,70700,"2016-05-13","2016-05-19",0,32,0,0,0,0,0,0,1,0,25,606,149,3,0,32,783,0,816,1,755114467,"Lesvos",39.1,26.55,13752,"Lesbos"
403514301,70700,"2015-10-01","2015-12-25",0,665,0,100,1200,28,187,215,17,0,259,54,0,0,1906,880,313,1300,4416,17,569080712,"Kos",36.85,27.23333,13759,"Kos"
428847167,70700,"2016-02-12","2016-02-18",0,0,0,0,0,160,24,184,383,176,80,0,0,108,0,184,188,0,931,559,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
432524229,70700,"2016-05-13","2016-05-19",75,0,0,0,0,10,0,10,1,0,0,0,0,0,0,85,0,0,86,1,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni"
435048348,70700,"2016-02-26","2016-03-03",10,21,0,0,0,5000,25,5025,407,185,98,0,0,156,0,5056,254,0,5902,592,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
457589094,70700,"2016-05-06","2016-05-12",270,0,0,0,0,8,0,8,0,0,0,0,0,0,0,278,0,0,278,0,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni"
476656489,70700,"2016-03-25","2016-03-31",158,1,0,110,0,159,0,159,1,0,159,0,0,0,0,318,159,110,588,1,519440442,"Samos",37.75,26.83333,13753,"Samos"
478161040,70700,"2016-05-13","2016-05-19",207,0,0,0,0,0,107,107,0,0,0,0,0,0,0,314,0,0,314,0,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona"
479803886,70700,"2016-05-20","2016-05-26",236,0,0,0,0,39,110,149,3,0,2,0,0,0,8,385,2,0,398,3,461396992,"Diavata",40.7,22.86,13838,"Diavata"
482905639,70700,"2016-04-29","2016-05-05",275,124,0,0,0,0,46,46,531,211,36,0,0,27,0,445,63,0,1250,742,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
489900766,70700,"2016-03-11","2016-03-17",362,0,0,45,0,25,234,259,0,0,3,0,0,0,33,621,3,45,702,0,461396992,"Diavata",40.7,22.86,13838,"Diavata"
501697226,70700,"2016-01-02","2016-01-08",0,29,2465,0,0,21,70,91,1,1,110,2300,40,3,0,2585,2453,0,5040,2,755114467,"Lesvos",39.1,26.55,13752,"Lesbos"
511980657,70700,"2016-06-10","2016-06-16",0,28,0,0,0,0,52,52,590,227,35,0,13,94,0,80,142,0,1039,817,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
520349887,70700,"2016-05-20","2016-05-26",0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,5,0,7,2,569080712,"Kos",36.85,27.23333,13759,"Kos"
565211863,70700,"2016-05-20","2016-05-26",190,1,0,349,0,244,0,244,0,0,337,0,3,0,0,435,340,349,1124,0,519440442,"Samos",37.75,26.83333,13753,"Samos"
567216039,70700,"2016-06-17","2016-06-23",391,0,0,577,0,104,0,104,0,0,0,0,0,0,0,495,0,577,1072,0,1198055428,"Skaramagas",38.0048,23.5891,13949,"Skaramagas"
574981968,70700,"2016-02-12","2016-02-18",108,0,0,135,0,230,70,300,0,0,140,0,0,0,0,408,140,135,683,0,519440442,"Samos",37.75,26.83333,13753,"Samos"
579014258,70700,"2016-06-10","2016-06-16",196,0,0,128,0,255,0,255,0,0,322,0,4,0,0,451,326,128,905,0,519440442,"Samos",37.75,26.83333,13753,"Samos"
582040343,70700,"2016-02-05","2016-02-11",0,2,0,0,0,12,0,12,0,0,20,0,0,0,380,14,20,0,414,0,569080712,"Kos",36.85,27.23333,13759,"Kos"
582082246,70700,"2016-05-05","2016-05-12",318,0,0,0,0,0,271,271,0,0,0,0,0,0,0,589,0,0,589,0,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona"
586987640,70700,"2016-06-03","2016-06-09",0,67,0,0,0,0,43,43,573,224,33,0,0,157,0,110,190,0,1097,797,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
588440867,70700,"2015-10-01","2015-12-25",7449,4,0,7971,0,3849,3832,7681,25,3,1980,2820,0,0,0,15134,4800,7971,27933,28,519440442,"Samos",37.75,26.83333,13753,"Samos"
589759313,70700,"2016-04-15","2016-04-21",169,21,0,0,0,398,378,776,508,206,46,0,27,133,0,966,206,0,1886,714,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
602049343,70700,"2016-01-16","2016-01-22",87,0,0,140,0,450,177,627,1,0,500,100,0,0,0,714,600,140,1455,1,519440442,"Samos",37.75,26.83333,13910,"Hellenic Red Cross"
616673220,70700,"2016-06-03","2016-06-09",162,0,0,0,0,59,110,169,23,0,0,0,0,0,29,331,0,0,383,23,461396992,"Diavata",40.7,22.86,13838,"Diavata"
638957318,70700,"2016-01-23","2016-01-29",403,0,0,0,0,79,111,190,0,0,134,0,0,0,15,593,134,0,742,0,1537547328,"Idomeni",41.1265,22.518,13910,"Hellenic Red Cross"
644555587,70700,"2016-02-19","2016-02-25",0,0,0,0,0,8,0,8,0,0,17,0,0,0,282,8,17,0,307,0,569080712,"Kos",36.85,27.23333,13759,"Kos"
646249200,70700,"2016-06-17","2016-06-23",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,9,1116080926,"Oraiokastro",40.729,22.9105,13910,"Hellenic Red Cross"
666622853,70700,"2016-06-03","2016-06-09",0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,6,5,569080712,"Kos",36.85,27.23333,13759,"Kos"
671926128,70700,"2016-03-11","2016-03-17",0,0,0,0,0,15,0,15,0,0,45,0,0,0,120,15,45,0,180,0,569080712,"Kos",36.85,27.23333,13759,"Kos"
672687141,70700,"2016-03-11","2016-03-17",387,0,0,493,0,1490,743,2233,0,0,0,0,0,0,0,2620,0,493,3113,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios"
676404951,70700,"2016-02-26","2016-03-03",215,0,0,316,0,887,546,1433,0,0,0,0,0,0,0,1648,0,316,1964,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios"
709823633,70700,"2016-04-08","2016-04-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos"
734370259,70700,"2016-02-05","2016-02-11",45,0,0,110,0,250,60,310,0,0,85,0,0,0,0,355,85,110,550,0,519440442,"Samos",37.75,26.83333,13753,"Samos"
740487973,70700,"2016-05-13","2016-05-19",186,2,0,250,0,310,0,310,0,0,0,0,0,0,0,498,0,250,748,0,519440442,"Samos",37.75,26.83333,13753,"Samos"
756196004,70700,"2016-03-18","2016-03-24",156,1,0,90,0,181,0,181,0,0,181,0,20,0,0,338,201,90,629,0,519440442,"Samos",37.75,26.83333,13753,"Samos"
844633189,70700,"2016-06-17","2016-06-23",141,0,0,429,0,77,0,77,0,0,0,0,0,0,0,218,0,429,647,0,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona"
851270017,70700,"2016-03-25","2016-03-31",502,16,0,0,0,568,647,1215,464,197,80,0,0,116,0,1733,196,0,2590,661,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
853768782,70700,"2016-04-22","2016-04-28",354,0,0,0,0,16,0,16,0,0,0,0,0,0,0,370,0,0,370,0,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni"
875445500,70700,"2016-04-15","2016-04-21",197,3,0,290,0,295,0,295,4,0,295,0,0,0,0,495,295,290,1084,4,519440442,"Samos",37.75,26.83333,13753,"Samos"
877762702,70700,"2016-01-09","2016-01-15",52,3,0,0,0,4,0,4,0,0,4,0,0,0,0,59,4,0,63,0,1537547328,"Idomeni",41.1265,22.518,13910,"Hellenic Red Cross"
885489151,70700,"2016-01-09","2016-01-15",471,0,0,50,0,214,480,694,0,0,1,0,0,0,0,1165,1,50,1216,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios"
886780451,70700,"2016-06-03","2016-06-09",218,60,0,152,0,255,0,255,1,0,255,0,5,0,0,533,260,152,946,1,519440442,"Samos",37.75,26.83333,13753,"Samos"
887587815,70700,"2016-04-15","2016-04-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos"
899433426,70700,"2016-06-03","2016-06-09",0,18,0,0,0,0,0,0,0,0,9,286,169,13,38,18,477,0,533,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos"
905806988,70700,"2016-05-20","2016-05-26",249,65,0,50,0,25,55,80,550,219,39,0,0,119,0,394,158,50,1371,769,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
913153809,70700,"2016-04-22","2016-04-28",0,21,0,0,0,39,78,117,0,0,127,752,170,9,0,138,1058,0,1196,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos"
913634725,70700,"2016-04-22","2016-04-28",199,0,0,30,0,54,107,161,0,0,0,0,0,0,0,360,0,30,390,0,461396992,"Diavata",40.7,22.86,13838,"Diavata"
920380889,70700,"2016-04-08","2016-04-14",249,0,0,30,0,45,130,175,1,3,0,0,5,0,0,424,5,30,463,4,461396992,"Diavata",40.7,22.86,13838,"Diavata"
922128586,70700,"2016-05-13","2016-05-19",215,0,0,0,0,35,32,67,3,0,0,0,0,0,11,282,0,0,296,3,461396992,"Diavata",40.7,22.86,13838,"Diavata"
941044042,70700,"2016-03-18","2016-03-24",572,16,0,0,0,392,432,824,451,193,112,0,0,181,0,1412,293,0,2349,644,2025732386,"Athens",37.96667,23.71667,13761,"Athens"
948079778,70700,"2016-06-17","2016-06-23",196,0,0,0,0,3,74,77,0,0,0,0,0,0,17,273,0,0,290,0,461396992,"Diavata",40.7,22.86,13838,"Diavata"
