"siteId","activityId","startDate","endDate","male","female","under5","total_beneficiaries","total_beneficiaries2","family_parcels","food_parcels","food_to_go","hot_meals","water_bottles","survival_kits","total_food","fem_hygkit","male_hygkit","unisex_hygkit","san_pads","razors","baby_kits","diapers","total_hygiene","total_hygkits","sleeping_bags","camp_mats","high_thermal_blankets","med_thermal_blankets","jackets","socks","total_textiles","duffel_bags","backpacks","total_bags","total_warmth","total_clothing","alum_blankets","other","total_nfi_other","tea","plastic_cups","sugar_packs","plastic_bags","ramadan","Total.all.distributions","locationId","locationName","latitude","longitude","partnerId","partnerName","Data.Collection"
1860315793,70699,"2016-05-13","2016-05-19",0,0,0,3704,3704,0,0,824,0,192,0,824,0,0,0,20,1000,256,1348,2624,0,0,64,0,0,0,0,64,0,0,0,64,0,0,0,0,0,0,0,0,0,3704,461396992,"Diavata",40.7,22.86,13838,"Diavata","Manual"
1862589918,70699,"2016-05-13","2016-05-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","Manual"
1867903275,70699,"2016-06-17","2016-06-23",176,168,89,433,0,0,0,387,0,1764,0,387,0,0,0,0,248,46,120,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona","Manual"
1875391998,70699,"2016-03-03","2016-03-10",2241,1668,1416,5325,0,0,4500,0,0,11400,0,4500,0,0,1800,1164,30,0,0,2994,1800,0,0,180,0,0,0,180,0,1800,1800,180,0,0,1500,3300,0,0,0,0,0,22374,2025732386,"Athens",37.96667,23.71667,13761,"Athens","Manual"
1883451768,70699,"2015-10-01","2015-12-25",0,0,0,0,0,0,20574,0,0,2400,0,20574,620,0,87,0,0,802,0,1509,707,3390,2150,496,0,11437,0,17473,0,0,0,6036,11437,0,1095,1095,0,0,0,0,0,43051,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","Manual"
1903706364,70699,"2015-10-01","2015-12-25",0,0,0,0,0,120,393,0,0,3038,2284,513,251,0,0,0,0,183,0,434,251,89,0,0,0,0,0,89,0,0,0,89,0,0,0,2284,0,0,0,0,0,6358,1094663034,"Chios",38.38333,26.11667,13754,"Chios","Manual"
1911471919,70699,"2016-04-01","2016-04-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","Manual"
1920369956,70699,"2016-02-05","2016-02-11",161,96,104,361,0,0,283,0,0,612,0,283,36,52,96,40,418,16,0,658,184,0,0,179,0,0,0,179,291,0,291,179,0,0,37,328,0,0,0,0,0,2060,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","Manual"
1920483418,70699,"2016-03-03","2016-03-10",0,0,0,6821,6821,0,0,0,0,1512,0,0,0,0,1752,120,1300,120,0,3292,1752,0,500,0,1193,250,0,1943,0,0,0,1693,250,0,0,0,0,0,0,0,0,6747,461396992,"Diavata",40.7,22.86,13838,"Diavata","Manual"
1935167639,70699,"2016-02-26","2016-03-03",103,63,62,228,0,65,119,0,0,521,0,184,36,0,128,17,119,3,0,303,164,0,0,51,0,0,0,51,0,30,30,51,0,0,81,111,0,0,0,0,0,1170,569080712,"Kos",36.85,27.23333,13759,"Kos","Manual"
1940787081,70699,"2016-05-27","2016-06-02",543,257,124,924,0,0,800,0,0,1600,0,800,0,0,400,0,0,0,0,400,400,0,0,320,0,0,0,320,385,0,385,320,0,0,0,385,0,0,0,0,0,3505,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","Manual"
1943342011,70699,"2016-01-09","2016-01-15",385,313,71,769,0,0,672,0,0,36,0,672,30,0,232,0,0,42,0,304,262,0,0,98,0,0,0,98,0,280,280,98,0,0,0,280,0,0,0,0,0,1390,519440442,"Samos",37.75,26.83333,13753,"Samos","Manual"
1971632539,70699,"2016-06-17","2016-06-23",0,0,0,4000,4000,0,4000,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","Manual"
1990140973,70699,"2016-02-19","2016-02-25",435,316,337,1088,0,0,983,0,0,2041,0,983,0,367,226,205,400,245,0,1443,593,0,0,405,0,0,0,405,959,0,959,405,0,150,150,1259,0,0,0,0,0,6131,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","Manual"
1998330863,70699,"2016-05-13","2016-05-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025732386,"Athens",37.96667,23.71667,13761,"Athens","Manual"
2005990261,70699,"2016-04-29","2016-05-05",0,0,0,9579,9579,0,2384,0,0,5066,0,2384,0,0,487,132,1250,50,0,1919,487,0,0,0,0,0,0,0,0,210,210,0,0,0,0,210,0,0,0,0,0,9579,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","Manual"
2017365032,70699,"2016-05-05","2016-05-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona","Manual"
2034467137,70699,"2016-05-06","2016-05-12",0,0,0,14044,14044,0,2184,0,0,5166,0,2184,0,0,0,400,1657,80,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4557,4557,0,0,0,0,0,14044,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","Manual"
2048408876,70699,"2016-03-11","2016-03-17",162,1,1,164,0,0,162,0,0,442,0,162,0,0,0,0,162,0,0,162,0,0,0,29,0,0,0,29,0,162,162,29,0,0,143,305,0,0,0,0,0,1100,569080712,"Kos",36.85,27.23333,13759,"Kos","Manual"
2051404704,70699,"2016-02-12","2016-02-18",15,7,12,34,0,0,0,12,0,0,1,12,1,0,0,0,0,8,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1094663034,"Chios",38.38333,26.11667,13754,"Chios","Manual"
2061384162,70699,"2016-01-02","2016-01-08",224,190,286,700,0,173,0,0,0,0,271,173,70,0,0,0,0,62,0,132,70,117,50,0,0,0,0,167,0,0,0,167,0,0,828,1099,0,0,0,0,0,1571,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","Manual"
2068309679,70699,"2016-04-22","2016-04-28",26,43,128,197,0,0,0,0,0,0,0,0,0,0,0,0,0,37,323,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","Manual"
2074315745,70699,"2016-04-29","2016-05-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","Manual"
2120116189,70699,"2016-04-29","2016-05-05",361,189,67,617,0,0,567,0,0,992,0,567,0,0,480,0,0,0,0,480,480,0,0,160,0,0,0,160,560,0,560,160,0,0,0,560,0,0,0,0,0,2759,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","Manual"
