"siteId","activityId","startDate","endDate","Nursing_Vols","Nursing_Hrs_Service","SocWel_Vols","SocWel_Hrs_Service","Sam_Vols","Sam_Hrs_Service","RFL_Vols","RFL_Hrs_Service","FTTraining_Vols","FTTraining_Hrs_Service","Ben_Vols","Ben_Hrs_Service","Staff_Vols_Trained","tVols_IncBen","tVolsHrs_IncBen","tVols_ExcBen","tVolsHrs_ExcBen","Male","Female","Under5","tBen","Men_Women_Under5","Family_Parcels","Food_Parcels","Food_To_Go","Hot_Meals","Water_Bottles","Survival_Kits","tFood","Fem_HygKits","Male_HygKits","Unisex_HygKits","San_Pads","Razors","BabyKits","Diapers","tHygiene","tHygKits","Sleeping_Bags","Camping_Mats","High_Thermal_Blankets","Med_Thermal_Blankets","Jackets","Socks","tTextiles","Duffel_Bags","Backpacks","tBags","tWarmth","tClothing","Alum_Blankets","Other","tNFI_Other","Tea","Plastic_Cups","Sugar_Packs","Plastic_Bags","tRamadan","tDistributions","Health_IncERU","First_Aid","Rescue","Hyg_Promo","WASH","PSS_Counseling","Child_Activities","tPSS","tRFL","tRFL_Vulnerable","Info_Services","WIFI_Mobile","PhoneCards_Calls","Hotline_Calls","tHealth","tConnect","tWASH","tPpl_Reached","locationId","locationName","latitude","longitude","partnerId","partnerName","Data.Collection","Severity"
938165588,74621,"2016-04-15","2016-04-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","",""
958734189,74621,"2016-05-13","2016-05-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,35,12,96,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519440442,"Samos",37.75,26.83333,13753,"Samos","",""
962928511,74621,"2016-03-03","2016-03-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25635,25635,0,3565,0,0,9300,0,3565,800,0,1022,230,700,214,80,3046,1822,100,802,448,6408,400,266,8424,0,1300,1300,7758,666,0,0,1300,0,0,0,0,0,25635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","",""
975804869,74621,"2016-06-17","2016-06-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,577,0,0,0,0,0,0,0,0,0,199,0,0,0,0,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198055428,"Skaramagas",38.0048,23.5891,13949,"Skaramagas","",""
995312670,74621,"2016-06-03","2016-06-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354452122,"Nea Kavala",40.99,22.62,13839,"Nea Kavala","",""
1016679219,74621,"2016-01-09","2016-01-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,63,36,180,0,0,0,0,0,360,0,0,0,0,80,0,0,0,0,80,80,0,0,180,0,0,0,180,0,180,180,180,0,0,0,180,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025732386,"Athens",37.96667,23.71667,13761,"Athens","",""
1016965017,74621,"2016-05-27","2016-06-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025732386,"Athens",37.96667,23.71667,13761,"Athens","",""
1058594084,74621,"2016-01-02","2016-01-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4978,4978,0,1164,0,0,2856,0,1164,0,0,0,0,0,80,124,204,0,0,0,0,452,302,0,754,0,0,0,452,302,0,0,0,0,0,0,0,0,4978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","",""
1059172659,74621,"2016-03-10","2016-03-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,872,7,1771,0,0,910,0,0,0,80,910,51,0,0,0,0,1,0,52,51,0,0,0,0,0,0,0,224,0,224,0,0,0,0,304,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","",""
1082743869,74621,"2016-04-01","2016-04-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519440442,"Samos",37.75,26.83333,13753,"Samos","",""
1120848799,74621,"2015-10-01","2015-12-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,1256,330,5811,0,0,3200,0,0,6000,717,3200,452,556,0,0,0,242,0,1250,1008,200,0,3300,0,0,0,3500,0,0,0,3500,0,0,0,717,0,0,0,0,0,14667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025732386,"Athens",37.96667,23.71667,13761,"Athens","",""
1136330244,74621,"2016-06-03","2016-06-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194,3194,0,0,0,0,0,0,0,0,0,1200,0,0,302,500,2002,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,1192,0,0,0,0,0,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1146488770,74621,"2016-04-01","2016-04-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1168850467,74621,"2015-10-01","2015-12-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4796,2345,3519,10660,0,6770,0,769,411,0,3399,7950,4343,3603,0,0,0,2535,0,10481,7946,607,316,0,0,4907,0,5830,0,1898,1898,923,4907,0,28626,33923,0,0,0,0,0,58184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1198939059,74621,"2016-02-12","2016-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,147,93,458,0,0,400,0,0,900,0,400,20,72,72,40,0,46,0,250,164,0,0,169,0,0,0,169,400,0,400,169,0,50,30,480,0,0,0,0,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1223925788,74621,"2016-05-13","2016-05-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","",""
1223981438,74621,"2016-01-16","2016-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8458,8458,0,2956,0,0,3422,0,2956,0,110,380,75,47,60,64,736,490,0,0,0,500,323,0,823,521,0,521,500,323,0,0,521,0,0,0,0,0,8458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13910,"Hellenic Red Cross","",""
1234105702,74621,"2016-04-29","2016-05-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,2532,0,0,0,0,0,0,0,150,152,0,100,2000,127,0,2529,302,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1235522531,74621,"2016-04-08","2016-04-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1236044138,74621,"2016-05-20","2016-05-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1242042243,74621,"2016-04-15","2016-04-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9755,9755,0,2437,0,0,3024,0,2437,0,0,1344,580,860,750,132,3666,1344,0,0,0,0,0,0,0,628,0,628,0,0,0,0,628,0,0,0,0,0,9755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","",""
1250101400,74621,"2016-06-03","2016-06-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5048,5048,0,5048,0,0,0,0,5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1302696856,74621,"2016-04-22","2016-04-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1315057601,74621,"2016-01-30","2016-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14774,14774,0,4186,0,0,7479,0,4186,0,0,960,152,610,181,170,2073,960,0,0,40,196,0,0,236,800,0,800,236,0,0,0,800,0,0,0,0,0,14774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13910,"Hellenic Red Cross","",""
1324762906,74621,"2016-05-27","2016-06-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1339464782,74621,"2016-05-06","2016-05-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,701,289,1715,0,0,1200,0,0,2405,0,1200,0,0,1189,0,0,0,0,1189,1189,0,0,160,0,0,0,160,1267,0,1267,160,0,0,0,1267,0,0,0,0,0,6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1346076543,74621,"2016-04-08","2016-04-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519440442,"Samos",37.75,26.83333,13753,"Samos","",""
1346805259,74621,"2016-03-25","2016-03-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579,3579,0,0,0,0,0,0,0,0,0,1128,0,600,271,0,1999,1128,0,0,0,0,0,0,0,120,0,120,0,0,0,0,120,0,0,0,0,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1357296110,74621,"2016-01-16","2016-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,178,65,615,0,0,558,0,0,372,0,558,0,0,232,121,150,57,0,560,232,0,0,45,460,0,0,505,0,297,297,505,0,25,0,322,0,0,0,0,0,2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519440442,"Samos",37.75,26.83333,13753,"Samos","",""
1373265913,74621,"2016-01-09","2016-01-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,70,113,429,0,66,209,0,0,427,0,275,67,254,0,0,203,17,0,541,321,7,0,86,0,0,0,93,0,197,197,93,0,0,200,397,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1388572683,74621,"2016-03-18","2016-03-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,2,167,0,38,36,0,0,743,0,74,0,0,108,0,43,0,0,151,108,0,0,0,10,0,0,10,0,45,45,10,0,0,100,145,0,0,0,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1400343098,74621,"2016-01-23","2016-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,12,0,283,0,0,0,283,0,283,0,283,0,0,283,0,0,0,0,283,283,0,0,283,0,0,0,283,0,283,283,283,0,0,241,524,0,0,0,0,0,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025732386,"Athens",37.96667,23.71667,13761,"Athens","",""
1400592102,74621,"2016-06-17","2016-06-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,400,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,200,0,0,0,0,200,0,1196,0,0,1196,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1409287004,74621,"2016-03-18","2016-03-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,503,412,1522,0,0,1102,0,0,1555,0,1102,0,0,108,80,250,35,375,848,108,0,0,152,0,0,0,152,1093,0,1093,152,0,0,0,1093,0,0,0,0,0,4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1414571943,74621,"2016-02-19","2016-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,21,34,101,0,34,86,0,0,282,0,120,24,0,92,0,92,9,0,217,116,0,0,0,36,0,0,36,0,92,92,36,0,0,0,92,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1433894493,74621,"2016-02-19","2016-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,326,150,1036,0,0,540,0,0,1104,0,540,0,0,151,0,170,36,80,437,151,0,0,0,0,0,0,0,0,423,423,0,0,0,0,423,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519440442,"Samos",37.75,26.83333,13753,"Samos","",""
1443221552,74621,"2016-01-02","2016-01-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,30,5,203,0,30,99,0,0,120,0,129,30,0,0,0,0,5,0,35,30,0,0,15,0,0,0,15,0,0,0,15,0,0,170,170,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1445005763,74621,"2016-02-26","2016-03-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,67,32,212,0,0,180,0,0,0,0,180,0,0,0,0,132,32,0,164,0,84,84,90,0,0,0,258,0,200,200,258,0,0,0,200,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519440442,"Samos",37.75,26.83333,13753,"Samos","",""
1462261371,74621,"2016-02-12","2016-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,27,14,89,0,0,0,0,0,0,0,0,0,0,41,2,48,7,129,227,41,0,0,0,0,0,0,0,0,46,46,0,0,0,0,46,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519440442,"Samos",37.75,26.83333,13753,"Samos","",""
1475447399,74621,"2016-01-23","2016-01-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11924,11924,0,2900,0,0,4517,0,2900,0,560,868,100,150,152,160,1990,1428,0,0,480,9,0,0,489,1475,0,1475,489,0,0,555,2030,0,0,0,0,0,11926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13910,"Hellenic Red Cross","",""
1486140701,74621,"2016-05-27","2016-06-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,1098,0,549,0,0,549,0,188,51,0,788,549,0,0,0,0,0,0,0,0,210,210,0,0,0,0,210,0,0,0,0,0,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona","",""
1498173965,74621,"2016-05-06","2016-05-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,3712,0,0,141,0,1512,0,141,100,152,0,100,0,100,1040,1492,252,0,0,0,0,0,0,0,0,0,0,0,0,0,567,567,0,0,0,0,0,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1505299642,74621,"2016-03-25","2016-03-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1507903209,74621,"2016-04-22","2016-04-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18334,18334,0,2308,0,0,5600,0,2308,0,0,1353,120,600,400,0,2473,1353,0,0,0,0,0,0,0,400,0,400,0,0,0,7553,7953,0,0,0,0,0,18334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","",""
1512889322,74621,"2016-04-15","2016-04-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9386,9386,0,0,0,0,4536,0,0,0,0,1380,480,800,0,990,3650,1380,0,0,1200,0,0,0,1200,0,0,0,1200,0,0,0,0,0,0,0,0,0,9386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1525693555,74621,"2016-05-13","2016-05-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,1180,0,541,0,0,541,0,0,49,120,710,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona","",""
1529190773,74621,"2016-01-16","2016-01-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,16,6,379,0,0,0,379,0,379,0,379,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,379,0,379,379,379,0,0,0,379,0,0,0,0,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025732386,"Athens",37.96667,23.71667,13761,"Athens","",""
1537920803,74621,"2016-01-30","2016-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,85,38,606,0,0,161,0,0,1361,0,161,0,0,161,0,0,0,0,161,161,500,0,661,0,0,0,1161,0,161,161,1161,0,0,0,161,0,0,0,0,0,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025732386,"Athens",37.96667,23.71667,13761,"Athens","",""
1544773892,74621,"2016-03-25","2016-03-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","",""
1580513719,74621,"2016-06-10","2016-06-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4452,4452,0,0,4452,0,1512,0,4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1591132360,74621,"2016-05-20","2016-05-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,1192,0,543,0,0,0,0,197,51,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141418389,"Ritsona",38.39,23.5,13840,"Ritsona","",""
1592070231,74621,"2016-02-05","2016-02-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,115,147,0,0,60,0,0,0,16,60,38,0,0,0,0,20,0,58,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","",""
1602277678,74621,"2016-02-12","2016-02-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4172,4172,0,936,0,0,1680,0,936,0,0,308,25,300,42,126,801,308,0,0,0,155,0,0,155,600,0,600,155,0,0,0,600,0,0,0,0,0,4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537547328,"Idomeni",41.1265,22.518,13760,"Idomeni","",""
1634258833,74621,"2016-05-27","2016-06-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4013,4013,0,0,0,0,0,3304,0,0,0,0,2007,2000,512,840,5359,0,0,0,0,0,0,0,0,1480,0,1480,0,0,0,0,4784,0,0,0,0,0,10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354452122,"Nea Kavala",40.99,22.62,13839,"Nea Kavala","",""
1637097929,74621,"2016-05-20","2016-05-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7721,7721,0,0,90,0,1704,0,90,0,0,2188,100,1797,0,800,4885,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,1042,0,0,0,0,0,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1639256603,74621,"2016-02-26","2016-03-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,1201,1238,3768,0,0,2827,0,0,4944,0,2827,0,209,1341,205,1661,227,0,3643,1550,0,0,1892,0,0,0,1892,2777,0,2777,1892,0,0,30,2807,0,0,0,0,0,16113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1644371045,74621,"2016-03-25","2016-03-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,17,86,0,0,69,0,0,152,0,69,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,20,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755114467,"Lesvos",39.1,26.55,13752,"Lesbos","",""
1646327614,74621,"2016-02-24","2016-02-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3652,3652,0,0,0,0,200,0,0,0,0,1840,0,1200,212,200,3452,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1651204585,74621,"2016-04-08","2016-04-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7187,7187,0,0,0,0,2764,0,0,0,0,2240,272,1200,266,335,4313,2240,0,0,120,0,0,0,120,0,0,0,120,0,0,0,0,0,0,0,0,0,7197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461396992,"Diavata",40.7,22.86,13838,"Diavata","",""
1652526410,74621,"2016-05-06","2016-05-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","",""
1662419581,74621,"2015-12-26","2016-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,80,0,9,54,0,0,120,0,63,3,0,0,0,0,0,0,3,3,44,27,35,0,0,0,106,0,0,0,106,0,0,170,170,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569080712,"Kos",36.85,27.23333,13759,"Kos","",""
1676204400,74621,"2016-05-20","2016-05-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094663034,"Chios",38.38333,26.11667,13754,"Chios","",""
